Cidade_operador;So_Agua_yes;Nat_jur_B;Nat_jur_C;PIB_capta_2017;Urbaniz;POP_TOT;POP_URB;AG001;AG001A;AG002;AG002A;AG003;AG003A;AG005;AG005A;AG006;AG007;AG010;AG011;AG013;AG013A;AG021;AG021A;AG026;AG026A;AG028;ES001;ES001A;ES002;ES002A;ES003;ES003A;ES004;ES004A;ES005;ES006;ES007;ES009;ES009A;ES028;FN001;FN002;FN003;FN004;FN005;FN006;FN008;FN008A;FN010;FN011;FN013;FN014;FN015;FN016;FN017;FN018;FN019;FN020;FN021;FN022;FN023;FN024;FN025;FN026;FN026A;FN027;FN028;FN030;FN031;FN032;FN033;FN034;FN035;FN036;FN037;QD002;QD003;QD023;QD024
2.11E+13;1;0;0;8105.74;0.56;25134;13976;7138;7138;1756;1756;1808;1808;31.39;31.39;350.63;0;350.6;350.6;1720;1800;2172;2172;7138;7138;164.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1163.27;1163.27;0;0;1163.27;0;2017.05;854.05;80810.43;0;176878.64;7785.1;265474.17;0;290251.41;0;24810.48;0;0;-33.24;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;14;12
2.11E+13;1;0;0;6451.79;0.48;25519;12362;11161;9085;2610;2133;2610;2133;31.5;31.5;1049.87;814.83;367.62;367.62;2554;2079;3478;3466;11161;9085;233.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1050431.24;1050431.24;0;46448.34;1096879.58;995069.28;1183323.2;1086008.34;547062.77;0;182192.4;12450.71;741705.88;0;933028.1;0;131566.68;0;0;59755.54;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;335;183
2.11E+13;1;0;0;7261.62;0.46;37404;17237;14707;14711;3679;3679;3850;3850;59.1;59.1;1516.95;1516.95;1296.86;198.36;3695;3822;5019;5019;12055;628;497.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198.36;198.36;0;140.28;338.64;603.04;148163.98;148063.98;694714.73;0;516840.62;2904.5;1214459.85;0;1250953.13;0;36485.76;0;0;7.52;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;6;1
2.11E+13;1;0;0;113447.66;0.4;14534;5831;5830;5706;2479;2397;2479;2397;15.22;15.22;1263.93;0;371.66;371.66;2436;2380;2994;2917;5830;5706;682.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100010.32;1100010.32;0;50257.38;1150267.7;1395900.37;605322.37;862396.92;254748.65;0;543100.82;1550;799399.47;0;885043.58;0;23928.76;0;0;61715.35;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;480;355
2.11E+13;1;0;0;6070.72;0.62;18608;11551;5869;5646;1398;1348;1399;1349;35.6;35.6;846;814.2;204;204;1343;1292;2789;2773;5869;5646;332.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;606953.78;606953.78;0;29144.43;636098.21;525439.85;873377.4;773248.24;407970.06;0;217223.69;10928.54;636122.29;0;726915.49;0;56720.52;0;0;34072.68;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;206;148
2.11E+13;1;0;0;5603.34;0.58;44811;25860;21786;21899;5315;5338;5453;5483;24.98;24.98;2574.3;0;962.18;962.18;5366;5394;6962;6903;21786;21899;917.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3003986.4;3003986.4;0;73356.34;3077342.74;2624369.53;3371375.42;2963982.75;368760.38;0;740007.97;7942;1116710.35;0;1340543.95;0;56860.32;0;0;166973.28;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;883;411
2.11E+13;1;0;0;8816.39;0.45;28343;12632;5904;6246;1549;1648;1568;1656;25.31;25.31;791.1;791.1;271.58;271.58;1447;1531;2921;2894;5904;6246;335.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;858888.84;858888.84;0;50075.28;908964.12;866496.4;1592331.04;1567210.01;617571.55;0;210463.87;5329.73;833365.15;0;924052.66;0;41201.38;0;0;49486.13;0;0;0;7;6;0;0;0;0;0;0;0;0;0;0;0;0;466;307
2.11E+13;1;0;0;23804.32;0.71;7363;5231;1894;1932;456;465;456;465;12.4;9.45;168.11;0;52.92;52.92;451;460;1007;1006;1894;1932;86.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140378.94;140378.94;0;2372.07;142751.01;112189.52;183549.2;153863.41;45596.81;0;72832.57;163.12;118592.5;0;151086.87;0;24643.2;0;0;7851.17;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;27;18
2.11E+13;1;0;0;8017.04;0.52;34368;17705;14130;13342;4001;3788;4036;3823;21.74;21.74;2807.19;0;599.3;599.3;3902;3684;7121;7050;11825;11125;1194.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1869682.48;1869682.48;0;78233.15;1947915.63;1514948.45;3267788.69;2878652.88;453242.09;0;860890.71;9022;1323154.8;0;1465764.85;0;50692.12;0;0;91917.93;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;1045;549
2.11E+13;1;0;0;10781.18;0.35;4609;1596;591;590;174;240;174;240;3.24;7.82;28.55;28.55;28.5;0;161;174;247;247;591;590;11.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20192.07;20192.07;239565.88;0;16777.3;0;256343.18;0;263406.65;0;7062.36;0;0;1.11;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2.11E+13;1;0;0;8115.26;0.47;11652;5492;3780;3798;1034;1043;1050;1059;11.17;11.17;379.43;0;189.97;189.97;1016;1021;1230;1230;3780;3798;136.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;616649.42;616649.42;0;16517.13;633166.55;560671.85;915534.99;861721.88;102114.05;0;108002.46;3659.5;213776.01;0;262614.87;0;15637.92;0;0;33200.94;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;176;84
2.11E+13;1;0;0;6031.69;0.34;12201;4123;3886;2763;1135;807;1144;815;10.8;41.21;316.02;0;148.44;148.44;1104;785;1360;1351;3886;2763;96.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;369070.82;369070.82;0;14223.17;383293.99;353134.67;172212.11;161698.26;184705.68;0;82400.63;240.99;267347.3;0;298104.84;0;11702.04;0;0;19055.5;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;46;19
2.11E+13;1;0;0;6093.92;0.27;20629;5534;1657;1657;484;484;485;485;13.55;13.55;334.38;0;334.3;0;454;485;722;722;1657;1657;210.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106465.41;106485.93;220028.58;0;158226.82;0;378255.4;0;392341.28;0;14085.4;0;0;0.48;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2.11E+13;1;0;0;10343.26;0.83;25860;21336;21336;21055;7263;6684;7291;6712;65;65.9;2821.47;0;1183.27;1183.27;6899;6327;9122;9006;21336;21055;1421.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3754507.79;3754507.79;0;95990.05;3850497.84;3641753.41;1140818.16;974001.52;1116825.38;0;938888.64;5399.95;2061113.97;0;2380185.72;0;107567.24;0;0;211504.51;0;0;0;37;44;0;0;0;0;0;0;0;0;0;0;0;0;1078;664
2.11E+13;1;0;0;6999.77;0.4;7642;3065;3065;3000;855;822;855;822;8.87;8.87;187.5;0;109.37;109.37;847;813;1233;1234;3065;3000;91.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283724.35;283724.35;0;6542.47;290266.82;294922.66;133762.41;143070.11;49288.47;0;73060.98;0;122349.45;0;145671.96;0;7338.84;0;0;15983.67;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;196;115
2.11E+13;0;0;0;27226.41;0.94;1094667;1033922;897890;908718;189816;194561;273990;276245;1924.83;1777.32;125567.44;65264.69;42378;42378;246673;249648;236472;238996;897890;908718;58821.75;528237;532106;88562;90162;165737;165855;874.83;788.76;30633.32;7545.85;30633.32;95540;97305;1659.32;283777456.3;155703195.1;128074261.1;10857880.34;294635336.6;161454461.5;764492332.9;667962529.4;185054551.6;20740214.83;37382801.28;55083448.07;298261015.8;0;311910282.6;0;13469627.06;0;0;179639.68;87671159.45;0;0;1374;1417;0;0;87671159.45;0;0;87671159.45;0;0;0;0;27;427;132525;50947
2.11E+13;1;0;0;6977.18;0.39;18988;7440;5314;5314;1489;1489;1489;1489;9.75;9.75;592.35;0;590.25;0;1452;842;1975;1975;5314;5314;281.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23499.6;23500.79;244606.52;0;225467.44;1304.7;471378.66;0;489377.7;0;17999.04;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2.11E+13;1;0;0;9057.11;0.73;41350;30370;12532;12547;3221;3238;3234;3250;48.43;50.43;2465.25;0;475.52;475.52;3186;3190;6839;6801;11637;11656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1320410.49;1320410.49;0;56709.81;1377120.3;1112326.23;1816637.6;1592538.66;291981.61;0;676581.3;1977.36;970540.27;0;1103218.18;0;65106;0;0;67571.91;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;277;126
2.11E+13;1;0;0;7630.68;0.89;12645;11261;10139;10086;2555;2544;2587;2571;26.75;26.75;1520.95;0;377.78;377.78;2541;2528;3176;3144;10139;10086;497.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1035969.4;1035969.4;0;211110.67;1247080.07;676570.89;1909595.21;1507558;217081.45;0;447372.77;4484.1;668938.32;0;733613.56;0;11513.52;0;0;53161.72;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;741;412
2.11E+13;1;0;0;20683.03;0.72;18755;13452;8528;8523;2326;2326;2330;2330;41.2;44.5;972.28;972.28;728.69;158.36;2180;2180;4710;4699;8528;8523;392.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1178.16;1178.16;0;11976.96;13155.12;49504.6;424160.14;464016.57;842369.26;0;257799.62;4503.8;1104672.68;0;1186728.58;0;81707.28;0;0;348.62;0;0;0;8;9;0;0;0;0;0;0;0;0;0;0;0;0;471;232
2.11E+13;1;0;0;6333.44;0.26;22142;5764;3002;3025;804;811;805;811;11.07;11.07;491.08;0;120.91;120.91;788;794;1789;1770;3002;3025;97.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333933.85;333933.85;0;10420.96;344354.81;278013.05;508436.14;450619.6;129797.7;0;121286.72;0;251084.42;0;300839.87;0;31482;0;0;18273.45;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;178;57
2.11E+13;1;0;0;4766.83;0.3;13730;4161;1623;1602;405;400;405;400;8.81;4.81;191.41;0;56.85;56.85;394;389;744;735;1623;1602;83.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162362.59;162362.59;0;3500.9;165863.49;112375.88;239954.15;187070.76;121162.17;0;72724.66;0;193886.83;0;212862.31;0;9848.16;0;0;9127.32;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;58;46
2.11E+13;1;0;0;10879.42;0.49;14367;6976;13701;6738;3543;3572;3572;3604;39.63;39.63;2031.69;0;582.24;582.24;3516;3546;4541;4459;6976;6738;819.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1709169.61;1709169.61;0;61574.13;1770743.74;1416921.69;1888943.57;1571697.59;126873.79;0;600507.55;182358.4;909739.74;0;1027677.91;0;37540.08;0;0;80398.09;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1623;974
2.11E+13;1;0;0;7155.23;0.47;10639;5036;4112;2160;1091;1091;1091;1091;14.05;14.05;165.55;0;165.5;0;1068;561;1422;1422;4112;2160;293.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65622.18;65622.18;285466.7;0;220333.19;168.18;505968.07;0;524207.83;0;18239.76;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2.11E+13;1;0;0;7612.63;0.62;5645;3502;3416;3456;952;1019;952;1019;10.74;10.7;597.09;0;138.46;138.46;911;976;1364;1338;3416;3456;183.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400936.01;400936.01;0;16491.31;417427.32;397208.37;181270.41;165036.22;173232.15;0;145451.41;2569.55;321253.11;0;355442.4;0;11530.2;0;0;22659.09;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;49;18
2.11E+13;1;0;0;116445.26;0.6;8459;5043;5043;5040;1775;1775;1779;1779;11.68;11.68;992.33;0;274.94;274.94;1739;1736;2040;2025;5043;5040;152.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;873065.71;873065.71;0;337448.78;1210514.49;501251.42;1490176.49;1663281.74;118583.57;0;205880.17;3827.86;328291.6;0;330606.17;0;17421.36;0;0;-15106.79;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;228;115
2.11E+13;1;0;0;5266.5;0.62;29064;18137;16771;16808;4055;4070;4064;4081;18.63;18.63;1710.66;1209.65;636.94;636.94;3993;4002;5844;5775;16771;16808;529.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1892388.82;1892388.82;0;60220.05;1952608.87;1702304.25;1267043;1041691.62;965766.86;0;349069.84;6061.15;1320897.85;0;1519805.47;0;92317.08;0;0;106590.54;0;0;0;12;10;0;0;0;0;0;0;0;0;0;0;0;0;467;253
2.11E+13;1;0;0;8875.29;0.85;21885;18671;18670;18555;5682;5758;5721;6075;25.01;25.01;1228.54;1192.5;876.82;876.82;5560;5913;7095;6906;18670;18555;809.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2614813.52;2614813.52;0;128603.85;2743417.37;2339344.74;2738843.79;2406407.36;1007413.73;0;566915.91;3383;1577712.64;0;1792334.75;0;35120.54;0;0;179501.57;31508.85;0;0;14;14;0;0;31508.85;0;0;31508.85;0;0;0;0;0;0;2569;1767
2.11E+13;1;0;0;8160.93;0.49;5826;2844;1011;984;270;263;270;263;3.51;3.51;66.37;0;39.9;39.9;266;259;320;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108800.86;108800.86;0;3373.97;112174.83;102675.81;44577.91;34924.27;168225.2;0;28960.45;0;197185.65;0;208351.07;0;4977.75;0;0;6187.67;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2.11E+13;1;0;0;6708.4;0.46;41621;19042;15567;15435;4492;4456;4493;4457;35.73;35.73;2531.9;0;772.33;772.33;4385;4348;5926;5889;15567;15435;885.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2232932.06;2232932.06;0;92081.28;2325013.34;1986129.55;3337897.82;3090844.6;477860.35;0;710039.02;6148;1194047.37;0;1436930.57;0;121441.6;0;0;121441.6;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;783;446
2.11E+13;1;0;0;6750.49;0.35;58311;20634;3960;3960;903;903;903;903;23.52;23.52;86.18;71.76;71.76;0;887;648;1903;1903;3960;3960;152.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114.67;141.67;564445.52;0;139412.14;1600.67;705458.33;0;738503.9;0;32994.84;0;0;50.73;0;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;3;2
2.11E+13;1;0;0;5519.49;0.71;32775;23173;4689;4708;1035;1039;1035;1039;13.27;13.27;889.18;858.94;141.32;141.32;1002;1006;2196;2195;4689;4708;295.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427341.21;427341.21;0;5260.28;432601.49;209189.01;1322004.11;1101903.35;509276.94;0;210528.73;9421.15;729226.82;0;774297.7;0;21350.72;0;0;23720.16;833.99;0;0;8;8;0;0;833.99;0;0;833.99;0;0;0;0;0;0;42;23
2.11E+13;1;0;0;5461.52;0.54;55841;30159;7591;7068;1861;1736;1865;1740;66.04;66.04;0;0;300.23;300.23;1803;1679;5601;5597;7591;7068;270.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;876288.89;876288.89;0;9628.29;885917.18;514614.37;3506539.61;3179287.4;1230835.46;0;174538.53;10674.53;1416048.52;0;1640600.44;0;154371.12;0;0;70180.8;0;0;0;9;8;0;0;0;0;0;0;0;0;0;0;0;0;127;54
2.11E+13;1;0;0;7946.03;0.47;32664;15498;19375;19426;5001;5012;5080;5093;47.8;47.8;3640.12;3343.72;867.19;867.19;4929;4944;6295;6262;15498;15309;182.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2795008.1;2795008.1;0;441995.45;3237003.55;1538961.39;6161746.74;4733737.68;1155180.05;0;574093.3;3243.3;1732516.65;0;1940040.61;0;83113.44;0;0;124410.52;0;0;0;10;12;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2.11E+13;1;0;0;7299.43;0.51;31525;16108;3943;4438;1066;1202;1067;1203;21.49;21.49;487.97;0;157.64;157.64;1057;1190;2657;2644;3943;4438;385.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;384913.84;384913.84;0;35683.94;420597.78;340622.32;863588.22;782918.55;241551.33;0;362374.84;2185;606111.17;0;676394.5;0;47089.8;0;0;23193.53;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;268;111
2.11E+13;1;0;0;7584.32;0.62;51471;31662;12660;13446;3200;3397;3222;3418;41.95;41.95;1423.77;0;602.57;602.57;3126;3320;7611;7597;12660;13446;1267.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1643299.43;1643299.43;0;50157.69;1693457.12;1423511.36;1573016.76;1375794.72;461676.61;0;948294.97;5214.72;1415186.3;0;1580902.53;0;74069.68;0;0;91646.55;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;665;267
3.54E+13;0;1;0;15031.39;0.3;18180;5481;13389;18088;4449;4358;4614;4515;46.05;45;973.59;903.9;636.37;789.6;4589;4379;5031;4903;5481;5489;997.22;7816;10572;2740;2649;2781;2770;38;38;474.37;0;474.37;2760;2709;0;3609072.91;2413837.9;1195235.01;67135.92;3676208.83;3623658.3;257678.93;330581.32;1405633.12;35938.78;585993.42;564369.99;3807678.38;303646.2;4163607.6;0;40651.15;0;390511.01;0;582696.21;195577.14;690573.94;24;24;825232.06;11631.87;0;1468847.29;0;1468847.29;0;303646.2;0;303646.2;2;12;1831;1831
1.40E+13;1;0;0;17453.31;0.29;15638;4545;6145;6127;1790;1795;1814;1819;40.14;39.97;540;540;337.72;270.82;1649;1650;2088;2099;4545;4630;650.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;833518;833518;0;33370.13;866888.13;451953.28;0;0;893342.72;89192.38;282709.37;41770.63;1451383.5;0;1737849.01;0;0;0;80620.6;0;0;0;0;19;19;63747.8;0;0;0;0;0;0;0;0;0;0;0;1815;1815
1.40E+13;1;0;0;14119.38;0.13;12394;1620;2870;2710;489;531;543;546;20.52;20.52;569.7;0;103.8;71.11;487;489;528;595;1588;1511;200.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208868.64;208868.64;0;6228.56;215097.2;88934.69;0;0;292617.39;7806.03;69592.41;23893.7;435055.5;0;486342.63;0;0;0;20004.04;0;0;0;0;7;7;21141.93;0;0;0;0;0;0;0;0;0;0;0;730;730
1.40E+13;0;0;0;26924.03;0.98;375374;366774;366781;324494;92675;91017;93532;91897;1408.05;1403.96;62843.49;29891.16;16485.85;16766.62;89190;87566;101009;100818;366481;324413;18557.51;275081;207625;78922;59847;79711;60445;948.21;882.83;15088.01;15088.01;9251.6;78922;62644;30394.18;82564223.56;56009662.36;26554561.2;4693165.79;87257389.35;66520595.55;78746163.61;0;48705939.99;3428032.32;7013139.27;8249975.78;81363366.75;50342495.41;155937301.2;0;3954850.91;0;8077759;0;1834437.33;0;1134922.93;509;518;5888520.39;20276588.15;0;0;0;2969360.26;0;50342495.41;0;50342495.41;0;0;4684;2459
1.40E+13;1;0;0;22359.75;0.34;12257;4157;6420;6169;1277;1277;1280;1280;31.27;31.27;1139.2;0;272.83;179.63;1065;1187;1585;1616;4157;4051;338.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;555107.27;555107.27;0;17734.28;572841.55;203921.26;0;0;516595.64;19393.3;147596.02;20884.15;788162.45;0;788162.45;0;0;0;53274.26;0;0;0;0;10;9;30419.08;0;0;0;0;0;0;0;0;0;0;0;935;935
1.40E+13;1;0;0;14684.91;0.16;17868;2901;9149;8589;1859;1757;1886;1782;43.75;43.75;1225.4;0;503;269.79;1790;1684;2114;2111;2901;2740;555.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;824928.68;824928.68;0;65059.9;889988.58;471286.03;0;0;741130.01;33876.08;207062.4;37617.87;1165814.11;0;1165814.11;0;0;0;82768.94;0;0;0;0;12;12;63358.81;0;0;0;0;0;0;0;0;0;0;0;2130;2130
1.40E+13;1;0;0;16852.66;0.59;21564;12787;15697;14936;2886;2869;2931;2920;68.33;68.04;2678;0;1368.26;431.88;2666;2662;3290;3343;12659;12092;568.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1523888.13;1523888.13;0;48213.65;1572101.78;765045.7;0;0;927501.76;5798.93;200186.75;54077.88;1375402.02;0;1375402.02;0;0;0;146205.46;0;0;0;0;16;14;41631.24;0;0;0;0;0;0;0;0;0;0;0;2350;2350
1.40E+13;1;0;0;17175.63;0.41;9950;4076;4870;4631;1678;1614;1694;1630;34.24;33.41;1704.78;1704.78;265.31;261.42;1567;1505;2006;2002;4076;3889;294.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;805753.79;805753.79;0;52337.82;858091.61;658574.74;0;0;806254.09;41837.72;98228.6;50902.97;1107816.39;0;1107816.39;0;0;0;79802.52;0;0;0;0;13;13;30790.49;0;0;0;0;0;0;0;0;0;0;0;1805;1805
1.40E+13;1;0;0;13932.51;0.47;11600;5440;6034;6560;1098;1096;1103;1101;19.2;19.2;787.44;0;153.32;153.79;1029;1027;1501;1502;5386;5041;154.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;481587.96;481587.96;0;1716.96;483304.92;233883.44;0;0;342561.23;9639.94;80195.57;22917.4;534919.91;0;534919.91;0;0;0;44947.36;0;0;0;0;6;6;34658.41;0;0;0;0;0;0;0;0;0;0;0;815;815
1.40E+13;1;0;0;17804.2;0.6;17528;10588;11731;11248;3072;3057;3081;3066;49.31;49.31;949.92;535.2;578.5;448.24;2945;2930;3613;3612;10588;10179;1078.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1507430.09;1507430.09;0;80518.47;1587948.56;864368.14;0;0;584607.19;88992.27;321651.25;101297.7;1322653.65;0;1322653.65;0;0;0;147679.22;0;0;0;0;14;14;78426.02;0;0;0;0;0;0;0;0;0;0;0;2040;2040
1.40E+13;1;0;0;14108.2;0.26;11045;2855;3645;3459;702;703;704;705;25.84;25.19;756;144.16;82.51;86.27;641;641;819;819;2855;2721;275.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238879.39;238879.39;0;7398.29;246277.68;84342.31;0;0;125244.12;32782.27;110066.4;108726.9;562895.5;0;904918.03;0;0;0;22909.82;0;0;0;0;8;9;163165.99;0;0;0;0;0;0;0;0;0;0;0;886;886
1.40E+13;1;0;0;13880.7;0.43;15580;6741;6741;5354;1860;1846;1985;1960;37.41;37.41;2095.2;919.62;254.38;309.43;1691;1679;2405;2404;6741;5354;619.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988247.64;988247.64;0;46171.19;1034418.83;693693.89;0;0;629476.72;36915.12;241202.83;208848.91;1270942.06;0;1270942.06;0;0;0;96200.95;0;0;0;0;8;9;58297.53;0;0;0;0;0;0;0;0;0;0;0;1780;1780
1.40E+13;1;0;0;18832.65;0.44;29533;12983;16388;15214;2797;2746;2879;2829;99.19;96.68;2966.76;1454.5;638.76;400.47;2879;2658;3596;3472;12723;11783;984.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1384085.88;1384085.88;0;55392.84;1439478.72;608981.17;0;0;1545908.54;82407.78;360878.79;37590.25;2280346;0;2297899.48;0;0;0;133871.52;0;0;0;0;22;22;119689.12;0;0;0;0;0;0;0;0;0;0;0;2180;2180
1.40E+13;1;0;0;20041.66;0.7;8052;5656;5486;5383;1192;1198;1207;1213;25.3;24.83;1129.84;0;135.9;152.92;1124;1129;1564;1564;5486;5383;488.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409395.17;409395.17;0;31345.11;440740.28;266799.71;0;0;624599.93;29863.61;174172.06;44070.75;966790;0;999260.43;0;0;0;40988.85;0;0;0;0;9;9;53094.8;0;0;0;0;0;0;0;0;0;0;0;960;960
1.40E+13;1;0;0;15710.68;0.66;7860;5188;6393;6036;1291;1268;1300;1277;42.3;41.59;1362.96;593.02;244.23;174.54;1215;1191;1679;1675;5032;4762;402.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;571023.97;571023.97;0;24659.44;595683.41;337607.16;0;0;675499.18;25669.25;176953.06;23233.39;995154.5;0;1152774.26;0;0;0;55398.56;0;0;0;0;16;17;38401.06;0;0;0;0;0;0;0;0;0;0;0;1722;1722
1.40E+13;1;0;0;11847.26;0.14;10325;1403;1361;1308;215;215;215;215;6.15;6.15;213.84;0;77.4;0;215;215;215;215;1361;1308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86362.24;2577.31;0;0;96739.99;0;111739.99;0;0;0;0;0;0;0;0;2;2;7800.44;0;0;0;0;0;0;0;0;0;0;0;520;520
1.10E+13;1;0;0;15288.98;0.48;20999;10052;1398;1392;405;402;415;413;32.82;32.82;136.21;0;60.38;66.17;361;361;929;926;1398;1392;98.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;362948.96;362948.96;0;13040.69;375989.65;346741.79;740125.99;714287.14;124176.47;0;47180.66;0;211144.75;0;223520.08;0;12283.04;0;34226.51;0;0;0;0;2;2;5561.11;92.29;0;0;0;0;0;0;0;0;6;42;1102;1098
1.10E+13;1;0;0;22315.8;0.43;5438;2320;2320;2278;725;709;728;714;33.6;33.6;184.01;178.26;101.87;116.44;690;681;1177;1160;2320;2278;129.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;637917.6;637917.6;0;20899.59;658817.19;584309.88;504436.02;455880.47;322371.83;0;69989.14;0;450466.17;0;455930.73;0;5456.44;0;58105.2;0;0;0;0;3;3;0;8.12;0;0;0;0;0;0;0;0;4;32;18;12
1.10E+13;1;0;0;21793.88;0.36;6190;2233;774;744;224;215;229;220;7.31;0.73;55.99;48.55;32.18;35.75;199;201;425;416;774;744;16.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191317.77;191317.77;0;7486.91;198804.68;194741.63;339371.7;336753.24;148426.39;0;8076.45;0;180417.52;0;190590.5;0;10073.32;0;18326.09;0;80000;0;321165.78;2;2;5588.59;99.66;401165.78;0;0;401165.78;0;0;0;0;4;31;998;978
1.10E+13;1;0;0;21299.57;0.65;25983;16929;12667;12290;3460;3341;3661;3552;45.88;45.1;882.48;0;534.87;611.24;3518;3439;4791;4749;12667;12290;717.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2986026.87;2986026.87;0;862380.41;3848407.28;2881954.5;4461046.88;3444797.79;2725417.48;67095.71;598933.87;862822.58;5134668.86;0;5357133.12;0;220233.79;0;347929.13;0;0;0;62038.11;7;14;532470.09;2230.47;62038.11;0;0;62038.11;0;0;0;0;4;24;1010;1010
