c_mun;un;ano;c_prest;t_Serv;nat_jur_c;FN017;nat_jur_b;Urbanizacao;AG005;AG011;AG021;QD023;IN008;IN013;IN058
270870;AL;2011;27087011;0;0;12.71;0;32;3.63;5.73;7.78;3.00;9.51;15.43;-0.89
270880;AL;2012;27043000;0;1;12.17;0;38;3.05;5.52;7.73;5.83;11.28;-32.07;0.60
270880;AL;2011;27043000;0;1;11.75;0;38;3.05;5.35;7.56;6.29;11.40;-21.46;0.67
270880;AL;2010;27043000;0;1;11.95;0;38;3.05;5.18;7.84;5.93;11.18;-27.20;1.14
270890;AL;2012;27043000;0;1;14.21;0;88;2.92;5.69;7.78;7.01;10.70;42.68;-0.25
270890;AL;2011;27043000;0;1;13.00;0;88;2.92;5.66;7.77;5.70;10.77;45.31;-0.27
270890;AL;2010;27043000;0;1;13.89;0;88;2.89;5.65;7.72;5.76;11.40;45.66;-0.21
270895;AL;2011;27043000;0;1;13.29;0;30;2.74;4.80;7.01;6.49;10.15;68.76;0.55
270895;AL;2010;27043000;0;1;13.47;0;30;2.35;4.68;6.94;6.01;11.05;65.12;0.37
270910;AL;2012;27043000;0;1;13.80;0;38;3.06;5.59;7.75;6.53;10.99;49.99;-0.19
270910;AL;2011;27043000;0;1;13.88;0;38;3.06;5.58;7.80;7.37;10.94;49.73;-0.21
270910;AL;2010;27043000;0;1;13.86;0;38;2.92;5.56;7.82;6.07;10.89;54.61;-0.42
270915;AL;2012;27091511;0;0;13.63;0;85;4.11;6.96;9.23;5.98;10.36;32.35;-0.92
270920;AL;2012;27043000;0;1;13.69;0;31;2.94;5.69;7.87;6.08;11.08;31.81;-0.40
270920;AL;2011;27043000;0;1;13.52;0;31;2.94;5.62;7.85;5.68;11.48;49.89;-0.58
270920;AL;2010;27043000;0;1;13.57;0;31;2.94;5.52;7.77;6.32;11.24;46.64;-0.46
270930;AL;2011;27093011;0;0;15.17;0;76;4.66;7.66;9.77;8.87;10.38;47.96;-0.94
270930;AL;2010;27093011;0;0;15.22;0;76;4.63;7.63;9.71;5.89;10.31;46.13;-0.97
270940;AL;2012;27094011;0;0;14.14;0;72;4.28;6.73;8.75;6.72;10.24;52.01;-0.76
270940;AL;2011;27094011;0;0;14.03;0;72;4.28;6.73;8.75;6.71;10.19;49.84;-0.97
130002;AM;2012;13026000;0;1;13.23;0;56;2.61;4.32;6.79;4.54;10.95;67.33;-0.76
130002;AM;2011;13026000;0;1;13.07;0;56;2.61;5.16;6.80;4.37;10.85;48.81;0.69
130002;AM;2010;13026000;0;1;13.18;0;56;2.61;4.46;6.79;3.76;10.83;70.45;-2.66
130006;AM;2012;13000611;0;0;10.77;0;52;2.40;5.19;7.05;4.55;9.17;40.00;-0.19
130006;AM;2011;13000611;0;0;10.75;0;52;2.32;5.15;7.00;4.61;9.24;37.09;-0.31
130008;AM;2012;13000811;1;0;11.98;0;41;3.22;5.41;7.09;3.91;9.21;30.90;-0.27
130008;AM;2011;13000811;1;0;11.98;0;41;3.22;5.41;7.09;3.91;9.21;30.90;-0.27
130008;AM;2010;13000811;1;0;11.98;0;41;3.00;5.99;7.09;3.40;9.23;33.33;-0.69
130030;AM;2012;13026000;0;1;14.15;0;43;2.62;5.42;7.58;3.99;11.38;90.43;-2.66
130030;AM;2011;13026000;0;1;14.10;0;43;2.62;5.71;7.33;5.65;11.25;75.13;-1.97
130030;AM;2010;13026000;0;1;13.93;0;43;2.62;4.93;7.30;4.32;10.36;81.96;-1.56
130040;AM;2012;13004011;0;0;12.49;0;43;3.74;6.16;7.89;5.01;10.02;8.71;-0.87
130040;AM;2011;13004011;0;0;12.47;0;43;3.58;6.16;7.86;2.30;10.02;8.37;-1.43
130050;AM;2011;13005011;0;0;12.45;0;45;3.91;7.60;8.01;6.50;9.41;9.09;-2.66
130050;AM;2010;13005011;0;0;12.12;0;45;3.69;7.58;7.95;6.46;9.58;14.76;-2.81
130060;AM;2012;13026000;0;1;14.51;0;60;3.28;6.06;8.28;5.83;11.36;92.05;-2.12
130060;AM;2011;13026000;0;1;14.37;0;60;3.28;6.83;8.26;5.72;11.16;54.71;-1.05
130060;AM;2010;13026000;0;1;14.32;0;60;3.28;6.06;8.24;6.27;11.08;80.95;-1.11
130090;AM;2012;13009011;0;0;11.29;0;52;3.00;5.70;7.47;2.71;9.07;34.78;-0.76
130090;AM;2011;13009011;0;0;11.35;0;52;3.00;5.70;7.47;2.30;9.07;68.42;-1.51
130100;AM;2012;13026000;0;1;14.41;0;77;3.75;6.37;8.36;5.67;11.42;73.62;-3.51
130100;AM;2011;13026000;0;1;14.53;0;77;3.75;7.02;8.30;5.13;11.50;40.61;-0.84
130100;AM;2010;13026000;0;1;14.62;0;77;3.75;6.13;8.27;4.67;11.34;80.55;-0.94
130110;AM;2012;13011011;0;0;12.19;0;29;3.49;6.87;8.01;5.39;9.27;50.49;-2.21
130110;AM;2011;13011011;0;0;11.74;0;29;3.43;6.86;7.56;5.22;8.92;48.36;-4.61
130115;AM;2012;13026000;0;1;13.40;0;4;2.17;3.89;6.00;4.68;11.20;89.22;0.63
130115;AM;2011;13026000;0;1;13.02;0;4;2.17;4.54;6.00;3.58;10.85;53.12;-1.02
130115;AM;2010;13026000;0;1;12.92;0;4;2.17;3.85;5.89;5.26;9.94;76.88;-1.47
130130;AM;2012;13026000;0;1;13.90;0;68;3.28;5.73;7.95;5.68;11.29;66.98;-0.39
130130;AM;2011;13026000;0;1;13.82;0;68;3.28;6.55;7.95;7.28;11.23;29.77;-0.45
130130;AM;2010;13026000;0;1;13.86;0;68;3.28;5.81;7.93;4.43;11.14;68.27;-0.58
130140;AM;2012;13026000;0;1;14.46;0;72;3.81;6.07;8.34;6.06;11.08;77.04;-0.97
130140;AM;2011;13026000;0;1;14.47;0;72;3.81;6.86;8.31;8.16;11.17;53.63;-1.17
130140;AM;2010;13026000;0;1;14.34;0;72;3.81;5.95;8.30;7.60;11.02;74.12;-1.14
130170;AM;2011;13017011;0;0;13.13;0;69;4.55;7.70;9.01;7.00;9.72;12.00;-0.62
130170;AM;2010;13017011;0;0;13.00;0;69;4.50;7.70;8.97;7.22;9.66;12.00;-0.62
130190;AM;2012;13019011;0;0;14.65;0;67;5.57;8.23;9.84;5.14;9.70;76.55;-1.56
130190;AM;2011;13019011;0;0;14.54;0;67;5.57;8.22;9.81;5.26;9.51;76.83;-1.43
130190;AM;2010;13019011;0;0;14.48;0;67;5.57;8.12;9.76;5.26;9.76;78.39;-1.51
130195;AM;2012;13026000;0;1;12.66;0;56;2.11;3.99;6.49;5.11;10.40;75.83;-0.78
130195;AM;2011;13026000;0;1;12.71;0;56;2.11;4.37;6.49;5.69;10.68;12.95;0.10
130195;AM;2010;13026000;0;1;12.78;0;56;2.11;3.95;6.48;8.01;10.44;51.30;0.14
130220;AM;2012;13026000;0;1;13.51;0;53;2.35;4.96;6.87;5.34;10.97;73.18;-0.56
130220;AM;2011;13026000;0;1;13.31;0;53;2.35;5.50;6.88;5.52;10.77;49.07;-0.62
130220;AM;2010;13026000;0;1;13.34;0;53;2.35;4.66;6.80;4.79;10.80;81.61;-0.67
130255;AM;2012;13026000;0;1;13.72;0;31;2.35;5.25;7.36;5.38;11.10;84.59;-1.08
130255;AM;2011;13026000;0;1;13.67;0;31;2.35;6.07;7.34;5.12;11.05;58.04;-0.99
130255;AM;2010;13026000;0;1;13.51;0;31;2.35;5.24;7.32;5.26;10.88;81.81;-0.69
130260;AM;2012;13026011;1;0;19.43;1;99;8.15;11.54;12.91;11.76;10.96;48.49;-0.33
130260;AM;2011;13026011;1;0;19.33;1;99;8.12;11.45;12.87;11.94;10.93;50.08;-0.31
130260;AM;2010;13026011;1;0;19.41;1;99;8.08;11.32;12.82;12.32;10.81;59.49;-0.21
130270;AM;2012;13027011;0;0;13.04;0;43;3.87;7.74;8.54;4.81;9.21;16.99;-0.40
130290;AM;2012;13029011;0;0;13.74;0;49;4.17;7.25;8.71;6.43;10.13;47.37;-2.81
130290;AM;2011;13029011;0;0;13.77;0;49;4.17;7.24;8.69;6.52;10.10;47.29;-2.81
130290;AM;2010;13029011;0;0;13.77;0;49;4.17;7.22;8.65;7.24;10.10;51.28;-2.81
130300;AM;2012;13030011;0;0;11.66;0;38;2.77;5.92;7.39;3.00;9.48;11.21;-1.08
130310;AM;2012;13031011;1;0;12.68;0;44;4.05;6.80;7.99;5.06;9.15;17.07;-0.49
130310;AM;2011;13031011;1;0;12.48;0;44;3.93;6.76;7.96;4.88;9.07;23.01;-0.56
130310;AM;2010;13031011;1;0;12.32;0;44;3.87;6.75;7.91;5.19;8.90;20.01;-0.80
130320;AM;2012;13032011;0;0;12.79;0;65;3.64;6.42;7.98;7.20;9.39;21.50;-0.76
130353;AM;2012;13035311;1;0;13.82;0;48;3.65;7.28;8.14;6.21;9.71;5.18;-1.24
130353;AM;2010;13035311;1;0;14.01;0;48;3.80;7.44;8.27;6.36;9.99;7.60;-1.31
130356;AM;2012;13035611;0;0;13.17;0;47;3.83;7.19;8.29;5.30;9.60;42.04;-0.82
130390;AM;2012;13026000;0;1;13.83;0;45;3.14;5.55;7.77;6.49;10.96;89.72;-1.61
130390;AM;2011;13026000;0;1;13.87;0;45;3.14;6.25;7.72;6.68;11.11;60.79;-0.89
130390;AM;2010;13026000;0;1;13.82;0;45;3.14;5.37;7.69;4.87;11.08;80.71;-0.60
130395;AM;2012;13039511;0;0;12.86;0;55;3.33;6.71;8.28;6.45;9.47;36.50;-0.19
130406;AM;2012;13026000;0;1;14.78;0;70;4.34;6.10;8.67;6.10;11.21;91.56;-1.56
130406;AM;2011;13026000;0;1;14.89;0;70;4.34;6.81;8.65;5.75;11.27;62.73;-0.71
130406;AM;2010;13026000;0;1;14.92;0;70;4.34;5.87;8.57;7.18;10.41;85.45;-0.62
130420;AM;2012;13042011;0;0;13.99;0;81;4.38;8.16;9.11;6.76;9.82;24.46;-2.04
130423;AM;2012;13042311;1;0;11.60;0;52;3.91;5.77;8.27;4.76;9.58;28.09;-0.97
130430;AM;2011;13043011;0;0;12.73;0;58;4.09;6.91;8.47;5.74;9.77;33.33;-1.43
290020;BA;2012;29274000;1;1;13.61;0;53;2.71;5.58;7.62;6.80;11.31;6.97;-1.05
290020;BA;2010;29274000;0;1;12.97;0;53;2.65;5.50;7.53;5.98;10.76;-10.98;-0.58
290030;BA;2012;29274000;0;1;14.31;0;87;4.12;6.34;8.47;7.16;11.31;-0.82;-0.29
290035;BA;2012;29274000;0;1;14.01;0;35;3.19;5.96;8.01;7.23;11.70;8.08;0.96
290035;BA;2010;29274000;0;1;13.45;0;35;3.12;5.77;7.90;7.51;12.09;7.21;1.24
290040;BA;2012;29274000;0;1;13.73;0;37;3.25;5.82;8.05;6.09;11.40;4.29;-0.45
290040;BA;2010;29274000;0;1;13.47;0;37;3.25;5.76;7.93;6.75;11.41;7.75;-0.46
290060;BA;2012;29274000;0;1;12.79;0;58;2.00;4.80;6.88;0.00;11.47;-10.41;-0.36
290060;BA;2010;29274000;0;1;12.71;0;58;2.00;4.81;6.86;4.47;11.57;-7.62;-0.46
290070;BA;2012;29007011;1;0;16.25;0;87;6.05;9.43;10.84;10.13;10.75;10.33;-0.99
290070;BA;2011;29007011;1;0;16.41;0;87;6.04;9.30;10.81;10.03;10.41;15.00;-0.97
290070;BA;2010;29007011;1;0;16.41;0;87;6.04;9.09;10.73;9.10;10.39;23.83;-1.02
290080;BA;2012;29274000;0;1;14.21;0;52;4.07;6.53;8.64;8.38;11.02;5.01;-0.42
290080;BA;2010;29274000;0;1;13.96;0;52;4.06;6.48;8.56;4.98;10.90;8.89;-0.43
290090;BA;2012;29274000;0;1;13.24;0;80;2.66;5.61;7.67;5.55;10.39;-23.25;-2.81
290090;BA;2010;29274000;0;1;12.87;0;80;2.66;5.58;7.60;6.37;10.21;-3.75;-2.66
290100;BA;2012;29274000;1;1;15.16;0;72;4.96;7.30;9.28;8.96;11.30;-14.40;-0.07
290100;BA;2010;29274000;0;1;14.76;0;72;4.89;7.25;9.20;8.98;11.09;-1.80;-0.13
290110;BA;2012;29274000;0;1;14.99;0;79;4.20;6.65;8.94;8.47;11.03;16.38;0.10
290110;BA;2010;29274000;0;1;14.79;0;79;4.20;6.62;8.88;8.21;10.79;10.54;-1.05
290115;BA;2012;29274000;0;1;15.81;0;68;4.14;6.29;8.41;6.45;11.42;-2.38;0.97
290115;BA;2010;29274000;0;1;14.20;0;68;4.15;6.25;8.35;6.25;10.98;3.66;-3.22
290120;BA;2012;29274000;0;1;13.58;0;19;3.30;5.68;7.72;5.88;11.48;3.55;-0.24
290120;BA;2010;29274000;0;1;12.80;0;19;3.30;5.64;7.63;6.64;10.92;18.69;-0.24
290130;BA;2012;29274000;0;1;13.90;0;56;3.59;5.84;7.97;9.22;10.85;5.97;0.63
290130;BA;2010;29274000;0;1;13.62;0;56;3.48;5.73;7.88;6.87;10.90;14.92;0.40
290135;BA;2010;29274000;0;1;13.73;0;43;3.15;5.84;7.94;6.93;11.48;-20.13;-0.43
290140;BA;2012;29274000;0;1;13.53;0;46;3.27;5.68;7.66;6.43;10.14;-11.21;0.10
290140;BA;2010;29274000;0;1;13.27;0;46;3.27;5.55;7.44;5.88;9.94;-14.48;-0.09
290150;BA;2012;29274000;0;1;14.63;0;42;2.77;5.56;7.76;6.77;11.68;18.37;2.38
290150;BA;2010;29274000;0;1;13.52;0;42;2.75;5.46;7.62;6.34;11.46;16.04;-4.61
290160;BA;2012;29274000;0;1;14.18;0;37;3.41;6.06;8.08;6.61;11.15;-1.07;0.77
290160;BA;2010;29274000;0;1;13.90;0;37;3.39;6.00;8.02;6.28;11.02;-13.52;0.98
290170;BA;2012;29274000;0;1;13.37;0;28;3.33;5.35;7.38;5.05;11.11;-30.21;0.80
290170;BA;2010;29274000;0;1;13.26;0;28;3.34;5.23;7.27;5.92;11.30;-22.18;0.86
290180;BA;2012;29274000;0;1;14.73;0;52;3.45;5.94;7.97;6.89;11.71;-9.19;-0.04
290180;BA;2010;29274000;0;1;11.00;0;53;3.45;5.88;7.88;7.23;11.01;-4.32;-1.47
290190;BA;2012;29274000;0;1;14.34;0;48;4.35;6.53;8.70;6.96;11.54;0.38;0.10
290190;BA;2010;29274000;0;1;14.11;0;48;4.36;6.49;8.63;6.81;11.53;-19.79;-0.17
290195;BA;2012;29274000;0;1;13.25;0;69;2.99;5.31;7.55;5.27;11.36;2.69;0.72
290195;BA;2010;29274000;0;1;12.86;0;69;2.98;5.25;7.46;4.20;11.40;7.23;0.63
290200;BA;2012;29274000;0;1;13.46;0;29;3.30;5.45;7.49;7.49;11.30;-10.16;1.08
290200;BA;2010;29274000;0;1;13.21;0;29;3.04;5.30;7.33;7.76;10.67;-8.70;1.12
290210;BA;2012;29274000;0;1;14.60;0;38;3.91;6.84;8.88;9.00;11.05;-24.48;0.39
290210;BA;2010;29274000;0;1;14.40;0;38;3.91;6.75;8.78;8.81;11.07;-23.56;0.48
290220;BA;2012;29274000;0;1;13.55;0;51;3.46;5.48;7.52;6.13;10.64;1.65;0.23
290220;BA;2010;29274000;0;1;13.14;0;51;3.46;5.42;7.41;6.22;10.52;20.01;0.05
290225;BA;2012;29274000;0;1;13.39;0;54;2.53;5.52;7.66;6.47;11.07;11.04;-1.05
290225;BA;2010;29274000;0;1;13.17;0;54;2.53;5.47;7.63;5.89;10.96;16.34;-1.02
290230;BA;2012;29274000;0;1;13.35;0;64;3.20;5.47;7.58;6.31;11.58;-1.06;-1.27
290230;BA;2010;29274000;0;1;12.78;0;64;3.17;5.37;7.53;7.63;11.68;17.47;-1.39
290240;BA;2012;29274000;0;1;13.84;0;84;3.28;6.16;8.29;8.03;11.07;-5.38;-2.04
290240;BA;2010;29274000;0;1;13.56;0;84;3.18;6.03;8.21;8.01;11.07;4.27;-2.53
290250;BA;2012;29274000;0;1;12.84;0;25;4.14;4.88;6.98;6.98;11.82;21.01;-0.21
290260;BA;2012;29274000;0;1;13.95;0;42;3.84;6.23;8.40;7.47;11.25;8.47;0.59
290260;BA;2010;29274000;0;1;14.01;0;42;3.72;6.07;8.22;4.51;11.36;16.38;0.79
290265;BA;2012;29274000;0;1;13.15;0;34;2.73;5.37;7.41;6.70;11.49;8.40;-0.33
290265;BA;2010;29274000;0;1;12.81;0;34;2.69;5.32;7.34;6.76;11.60;-27.90;0.12
290270;BA;2012;29027011;0;0;14.46;0;46;4.96;7.35;9.35;5.86;9.91;63.47;-1.83
290270;BA;2011;29027011;0;0;14.43;0;46;4.93;7.29;9.31;5.94;9.82;64.71;-1.83
290290;BA;2012;29274000;1;1;15.58;0;64;4.22;6.99;9.02;9.23;11.45;5.89;0.21
290290;BA;2010;29274000;1;1;14.47;0;64;4.22;6.89;8.95;8.80;10.96;4.87;-0.67
290300;BA;2012;29274000;0;1;13.78;0;45;3.86;6.07;8.13;6.96;10.66;-4.19;0.95
290300;BA;2010;29274000;0;1;13.73;0;45;3.87;6.03;8.08;6.81;10.35;0.50;-3.22
290320;BA;2012;29274000;1;1;16.69;0;90;5.67;8.95;10.68;10.77;11.20;16.79;-0.99
290320;BA;2010;29274000;1;1;16.46;0;90;5.65;8.86;10.55;10.59;11.13;20.95;-1.02
290323;BA;2012;29274000;0;1;13.33;0;49;3.39;5.60;7.66;6.12;11.41;-3.68;0.59
290327;BA;2012;29274000;0;1;14.74;0;40;3.35;5.93;8.19;7.53;11.58;16.94;2.45
290340;BA;2012;29274000;1;1;14.89;0;52;4.13;6.47;8.64;8.57;11.40;-8.25;-0.17
290340;BA;2010;29274000;1;1;14.79;0;52;4.13;6.46;8.55;2.56;11.30;-11.23;-0.22
290360;BA;2012;29274000;0;1;13.99;0;24;3.11;5.69;7.74;7.22;11.43;21.24;0.57
290370;BA;2012;29274000;0;1;14.21;0;38;2.83;5.94;7.98;3.64;11.43;-4.44;0.85
290370;BA;2010;29274000;0;1;13.72;0;38;2.76;5.85;7.90;9.12;11.14;-2.57;0.76
290380;BA;2012;29274000;0;1;14.17;0;37;3.70;6.03;8.10;7.13;11.39;-7.89;0.57
290380;BA;2010;29274000;0;1;13.83;0;37;3.47;5.90;8.01;6.75;11.55;-8.59;0.65
290390;BA;2012;29039011;1;0;15.24;0;68;4.98;7.78;9.78;5.30;10.33;16.67;0.01
290390;BA;2011;29039011;1;0;15.03;0;68;4.91;7.56;9.75;4.25;10.25;21.52;-0.06
290390;BA;2010;29039011;1;0;14.99;0;68;4.82;7.49;9.71;4.25;10.24;25.31;-0.42
290395;BA;2012;29274000;0;1;13.61;0;27;2.52;5.09;7.18;6.32;11.92;2.40;-2.41
290400;BA;2012;29274000;0;1;13.08;0;34;2.50;5.27;7.25;5.86;11.38;-5.97;-0.84
290400;BA;2010;29274000;0;1;12.66;0;34;2.50;5.12;7.14;5.85;11.36;-0.54;-0.80
290405;BA;2012;29274000;0;1;13.51;0;42;2.92;5.55;7.68;7.30;11.63;-23.81;0.08
290405;BA;2010;29274000;0;1;13.26;0;42;2.84;5.51;7.59;6.78;11.43;-18.96;0.21
290430;BA;2012;29274000;0;1;15.41;0;35;4.35;6.33;8.48;5.26;11.40;11.10;0.34
290430;BA;2010;29274000;0;1;14.21;0;35;4.25;6.27;8.42;4.33;11.14;19.14;-0.06
290450;BA;2012;29274000;0;1;13.16;0;29;2.76;5.15;7.25;6.15;11.41;-11.95;-0.63
290450;BA;2010;29274000;0;1;12.84;0;29;2.76;5.13;7.20;6.08;11.72;0.70;-0.49
290460;BA;2012;29274000;1;1;15.89;0;70;5.44;7.94;9.84;9.81;10.98;11.78;-0.06
290460;BA;2010;29274000;1;1;15.58;0;70;5.44;7.86;9.73;9.72;11.05;13.04;-0.04
290470;BA;2012;29274000;0;1;14.29;0;82;3.86;6.49;8.58;3.76;11.00;11.07;-0.69
290475;BA;2011;29047511;0;0;13.14;0;40;3.30;5.69;8.06;4.61;10.38;15.51;0.51
290480;BA;2012;29274000;0;1;13.25;0;47;2.33;5.40;7.37;6.72;11.32;-1.98;-1.05
290480;BA;2010;29274000;0;1;12.88;0;47;2.16;5.35;7.28;6.80;11.13;7.80;-1.14
290485;BA;2012;29274000;1;1;13.70;0;27;3.26;5.53;7.55;6.85;11.53;1.75;0.01
290485;BA;2010;29274000;1;1;13.32;0;27;3.20;5.34;7.43;6.59;11.62;5.20;0.20
290490;BA;2010;29274000;1;1;14.79;0;51;4.45;6.93;8.96;7.12;11.10;15.96;-1.47
290500;BA;2012;29274000;0;1;14.49;0;60;4.03;6.74;8.61;5.25;10.94;-3.20;-0.73
290500;BA;2010;29274000;0;1;14.19;0;60;4.01;6.65;8.49;5.97;10.87;2.20;-0.78
290520;BA;2012;29274000;0;1;15.42;0;60;4.72;7.26;9.17;8.49;11.07;-13.29;0.24
290520;BA;2010;29274000;0;1;15.01;0;60;4.65;7.22;9.10;8.01;10.93;-4.91;0.15
290530;BA;2012;29274000;0;1;13.80;0;61;3.47;6.03;8.17;7.66;11.16;-17.43;-1.08
290530;BA;2010;29274000;0;1;13.46;0;61;3.44;5.95;8.09;7.47;11.03;7.62;-0.13
290540;BA;2012;29274000;1;1;14.85;0;53;3.68;6.57;8.49;5.56;11.35;-14.76;-0.34
290540;BA;2010;29274000;1;1;14.52;0;53;3.66;6.50;8.39;8.15;11.37;-12.60;-0.37
290550;BA;2012;29274000;0;1;13.89;0;36;2.99;6.01;7.92;7.02;10.89;-7.49;0.71
290550;BA;2010;29274000;0;1;14.63;0;36;2.97;5.89;7.77;6.97;10.96;1.07;0.15
290560;BA;2012;29274000;1;1;15.11;0;78;4.53;7.02;9.05;8.70;11.41;3.72;-1.39
290560;BA;2010;29274000;1;1;14.89;0;78;4.53;7.03;9.02;8.91;11.30;3.01;-1.35
290570;BA;2012;29274000;1;1;17.68;0;95;6.90;9.42;11.26;11.46;11.48;40.57;-0.06
290570;BA;2010;29274000;1;1;17.31;0;95;6.86;9.32;11.16;11.59;11.34;42.49;-0.11
290580;BA;2012;29274000;1;1;14.69;0;44;4.16;6.70;8.78;6.08;11.44;15.80;-0.69
290580;BA;2010;29274000;1;1;14.28;0;44;3.99;6.61;8.70;8.64;11.01;26.08;-0.48
290600;BA;2012;29274000;0;1;14.83;0;37;3.82;7.00;9.02;8.36;11.04;-5.96;-0.40
290600;BA;2010;29274000;0;1;14.49;0;37;3.82;6.96;8.92;8.34;11.04;1.92;-0.37
290610;BA;2012;29274000;0;1;13.20;0;34;3.76;5.64;7.55;6.17;11.16;-13.79;-0.09
290610;BA;2010;29274000;0;1;12.90;0;34;3.82;5.45;7.48;6.82;11.07;16.85;-0.49
290620;BA;2012;29274000;0;1;14.24;0;48;4.31;6.49;8.58;7.12;11.15;-2.29;1.05
290620;BA;2010;29274000;0;1;14.26;0;48;4.32;6.44;8.53;7.04;10.97;3.16;-0.84
290630;BA;2012;29274000;1;1;15.47;0;80;4.61;7.07;9.22;9.48;11.47;-10.69;-0.97
290630;BA;2010;29274000;1;1;15.24;0;80;4.61;7.06;9.17;8.83;11.50;-1.74;-0.97
290640;BA;2012;29274000;0;1;15.81;0;39;2.85;5.26;7.45;6.21;11.46;10.48;1.66
290650;BA;2012;29274000;1;1;17.92;0;91;5.67;8.26;10.26;10.81;12.03;31.21;0.26
290650;BA;2010;29274000;1;1;16.77;0;91;5.68;8.22;10.17;11.12;11.14;33.67;-1.31
290660;BA;2012;29274000;0;1;14.49;0;58;3.96;6.09;8.01;3.40;11.77;-11.12;1.20
290660;BA;2010;29274000;0;1;13.71;0;58;3.71;6.03;7.94;4.79;11.52;3.78;0.06
290670;BA;2012;29274000;0;1;14.43;0;69;3.81;6.56;8.62;8.36;11.09;-7.22;-0.26
290670;BA;2010;29274000;0;1;14.10;0;69;3.75;6.52;8.54;8.44;10.94;8.19;-0.31
290680;BA;2012;29274000;0;1;15.06;0;33;5.01;6.91;8.96;7.77;11.38;12.77;0.99
290680;BA;2010;29274000;0;1;14.55;0;33;5.08;6.73;8.79;8.34;11.42;22.22;-1.71
290682;BA;2012;29274000;0;1;14.18;0;55;3.54;6.06;8.07;7.66;11.40;-11.69;-0.19
290682;BA;2010;29274000;0;1;13.43;0;55;3.42;5.96;7.96;6.24;10.90;-7.54;-0.24
290685;BA;2012;29274000;0;1;14.13;0;49;3.93;6.52;8.23;7.21;11.72;-76.55;0.29
290685;BA;2010;29274000;0;1;13.90;0;49;3.92;6.26;8.16;6.22;11.70;-25.27;0.64
290687;BA;2012;29274000;1;1;15.27;0;82;5.13;7.27;9.35;9.45;11.35;-25.62;0.15
290687;BA;2010;29274000;1;1;14.75;0;82;5.13;7.16;9.23;8.50;11.34;-5.45;-0.65
290690;BA;2012;29274000;0;1;14.03;0;53;4.25;6.51;8.49;8.24;11.07;-13.04;-1.11
290690;BA;2010;29274000;0;1;13.80;0;53;3.89;6.45;8.41;3.18;11.05;-5.88;-1.24
290700;BA;2012;29274000;0;1;13.47;0;33;3.40;5.57;7.67;7.67;11.45;20.17;-0.56
290700;BA;2010;29274000;0;1;13.25;0;33;3.36;5.44;7.55;6.70;11.38;19.77;-0.20
290710;BA;2012;29071011;0;0;13.93;0;44;3.69;6.61;8.67;4.94;10.39;33.99;-1.35
290710;BA;2011;29071011;0;0;13.87;0;44;3.68;6.55;8.64;4.94;10.32;30.16;-1.24
290720;BA;2012;29072011;1;0;14.17;0;58;4.59;7.25;9.35;8.72;9.58;65.47;-1.51
290730;BA;2012;29274000;1;1;14.60;0;62;4.97;6.81;8.83;9.29;11.13;4.06;0.65
290750;BA;2012;29075011;0;0;15.34;0;84;0.73;7.65;9.72;9.03;10.03;56.26;-0.39
290750;BA;2011;29075011;0;0;15.24;0;84;4.80;7.66;9.69;8.98;9.88;55.83;-0.30
290750;BA;2010;29075011;0;0;15.13;0;84;4.79;7.67;9.65;8.92;9.75;63.40;-0.40
290760;BA;2012;29274000;0;1;14.16;0;48;4.28;6.44;8.55;7.74;11.26;-4.89;0.96
290760;BA;2010;29274000;0;1;14.04;0;48;4.28;6.38;8.48;8.13;11.20;0.96;0.45
290770;BA;2012;29274000;1;1;13.83;0;25;3.72;5.66;7.64;6.28;11.72;22.24;-0.15
290770;BA;2010;29274000;1;1;13.55;0;25;3.69;5.55;7.55;5.18;11.44;28.62;-0.14
290780;BA;2012;29274000;0;1;14.72;0;55;4.04;6.82;8.88;8.59;11.39;0.22;0.52
290780;BA;2010;29274000;0;1;14.35;0;55;4.04;6.74;8.80;8.15;11.23;15.32;0.63
290790;BA;2012;29274000;0;1;14.13;0;72;4.02;6.38;8.36;7.77;10.84;4.55;-0.78
290790;BA;2010;29274000;0;1;13.04;0;72;3.88;6.30;8.26;8.33;10.83;24.95;-0.82
290800;BA;2012;29274000;0;1;14.58;0;91;3.98;6.81;8.85;8.24;11.08;0.06;-1.31
290800;BA;2010;29274000;0;1;14.37;0;91;3.98;6.81;8.81;8.40;10.98;-1.54;-1.11
290820;BA;2012;29274000;1;1;14.60;0;64;4.31;6.68;8.74;8.21;10.90;31.32;-4.61
290820;BA;2010;29274000;0;1;14.39;0;64;4.21;6.62;8.61;7.58;11.07;31.94;-2.81
290830;BA;2012;29274000;0;1;14.20;0;44;3.48;5.86;7.92;7.81;11.06;-3.50;2.16
290830;BA;2010;29274000;0;1;13.34;0;44;3.45;5.82;7.85;7.23;10.74;2.07;-3.51
290840;BA;2012;29274000;1;1;15.69;0;58;5.06;7.66;9.87;9.34;11.31;19.01;0.54
290840;BA;2010;29274000;0;1;15.66;0;58;4.98;7.55;9.73;9.42;11.36;17.76;-0.51
290850;BA;2012;29274000;0;1;14.50;0;78;3.76;6.38;8.79;8.38;11.34;16.53;0.76
290850;BA;2010;29274000;0;1;14.10;0;78;3.75;6.35;8.71;8.39;11.34;6.44;0.90
